"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",191,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",603,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",617,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",40.1,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",35.3,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",116,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",88,,
"ITD","Nord-est","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.3,,
"ITD","Nord-est","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.5,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",29,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",45,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",48,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",45,,
"ITD","Nord-est","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",653,,
"ITD","Nord-est","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",681,,
"ITD","Nord-est","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",13.4,,
"ITD","Nord-est","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",12.9,,
"IT","Italy","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",32.1,,
"IT","Italy","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",28.2,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",6.2,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",84,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",91,,
"ITD","Nord-est","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",243,,
"ITD","Nord-est","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",289,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",1.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"ITD3","Veneto","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",2796,,
"ITD3","Veneto","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",3084,,
"ITD3","Veneto","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12.7,,
"ITD3","Veneto","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",11.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",1,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.9,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.6,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.6,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.6,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",90,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",108,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",56.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",53.5,,
"IT","Italy","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",33.3,,
"IT","Italy","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",31.1,,
"IT","Italy","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",1143,,
"IT","Italy","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",1121,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",47,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",51,,
"ITD","Nord-est","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",6850,,
"ITD","Nord-est","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",7207,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",5,,
"ITD4","Friuli-Venezia Giulia","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",5,,
"ITD","Nord-est","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",8.3,,
"ITD","Nord-est","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",8.3,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",83,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",83,,
"ITD3","Veneto","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",35.5,,
"ITD3","Veneto","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",29.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",207,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",200,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",38,,
"ITD2","Provincia Autonoma Trento","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",38,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12.4,,
"ITDA","Trentino Alto Adige / Südtirol","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",14.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",13.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",12.6,,
"ITG","Isole","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",445,,
"ITG","Isole","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",389,,
"ITFG","Mezzogiorno","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",30.7,,
"ITFG","Mezzogiorno","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",29.3,,
"ITG1","Sicilia","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",546,,
"ITG1","Sicilia","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",571,,
"3","metropolitan area - suburbs","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",297,,
"3","metropolitan area - suburbs","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",328,,
"ITF5","Basilicata","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",2.8,,
"ITF5","Basilicata","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",1.6,,
"ITE3","Marche","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",59,,
"ITE3","Marche","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",59,,
"ITE2","Umbria","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",50,,
"ITE2","Umbria","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",40,,
"ITG1","Sicilia","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",92.8,,
"ITG1","Sicilia","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",90.3,,
"ITF4","Puglia","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",91.2,,
"ITF4","Puglia","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",90.2,,
"ITF2","Molise","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",12.3,,
"ITF2","Molise","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",13.6,,
"ITFG","Mezzogiorno","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",104,,
"ITFG","Mezzogiorno","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",84,,
"ITF5","Basilicata","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",9,,
"ITF5","Basilicata","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",2,,
"2","metropolitan area - centre","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",601,,
"2","metropolitan area - centre","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",498,,
"ITG2","Sardegna","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",27.2,,
"ITG2","Sardegna","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",20.7,,
"ITF1","Abruzzo","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",31.9,,
"ITF1","Abruzzo","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",25.9,,
"ITF6","Calabria","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.8,,
"ITF6","Calabria","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.1,,
"ITG","Isole","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",5.7,,
"ITG","Isole","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",6.5,,
"ITF","Sud","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",1112,,
"ITF","Sud","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",1129,,
"ITF1","Abruzzo","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",261,,
"ITF1","Abruzzo","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",224,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",13,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",8,,
"ITF4","Puglia","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",614,,
"ITF4","Puglia","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",608,,
"ITF6","Calabria","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",980,,
"ITF6","Calabria","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",819,,
"ITE1","Toscana","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",2261,,
"ITE1","Toscana","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",2340,,
"ITE4","Lazio","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",31.1,,
"ITE4","Lazio","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",28.2,,
"ITFG","Mezzogiorno","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.9,,
"ITFG","Mezzogiorno","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.7,,
"ITE1","Toscana","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",7,,
"ITE1","Toscana","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",5.1,,
"ITG1","Sicilia","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",327,,
"ITG1","Sicilia","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",294,,
"ITF2","Molise","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",4,,
"ITF2","Molise","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",6,,
"ITE4","Lazio","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.7,,
"ITE4","Lazio","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2,,
"ITG1","Sicilia","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",4.7,,
"ITG1","Sicilia","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",6,,
"ITE4","Lazio","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",55,,
"ITE4","Lazio","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",26,,
"ITE","Centro (I)","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",567,,
"ITE","Centro (I)","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",433,,
"ITF6","Calabria","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",9,,
"ITF6","Calabria","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",1,,
"IT","Italy","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",8596,,
"IT","Italy","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",9430,,
"ITE3","Marche","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",215,,
"ITE3","Marche","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",215,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2019","2019",0.9,,
"3","metropolitan area - suburbs","14_WINF_POL_ORGSIND"," trade unions","HSC","per 100 people with the same characteristics","2020","2020",0.6,,
"ITF3","Campania","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",13,,
"ITF3","Campania","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",14.8,,
"ITE2","Umbria","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",6,,
"ITE2","Umbria","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",8,,
"ITG","Isole","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",92.1,,
