"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",122.952,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",72.582,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",75.608,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",459.995,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",461.633,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",107.188,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",102.358,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",289.874,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",294.002,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",139.61,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",138.22,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",233.735,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",235.235,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",127.843,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",132.489,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",898.249,,
"ITDA","Trentino Alto Adige / Südtirol","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",902.304,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",20.943,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",19.589,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",80.653,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",82.61,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",37.508,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",36.125,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",51.874,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",53.701,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",24.452,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",24.403,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",215.43,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",216.427,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",30.988,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",29.551,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",67.117,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",68.911,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",36.104,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",33.872,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",59.965,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",60.395,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",31.226,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",33.274,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",225.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","2","females","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",226.004,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",51.93,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",49.14,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2019","2019",147.77,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","4","lower secondary school certificate","TOTAL","total","2020","2020",151.521,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2019","2019",73.612,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","5","upper secondary school certificate","TOTAL","total","2020","2020",69.997,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2019","2019",111.839,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","6","post secondary school certificate","TOTAL","total","2020","2020",114.096,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",55.678,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",57.677,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2019","2019",440.829,,
"ITD1","Provincia Autonoma Bolzano / Bozen","POP_15","population 15 years and over (thousands)","9","total","Y_GE15","15 years and over","99","total","TOTAL","total","2020","2020",442.431,,
"ITD2","Provincia Autonoma Trento","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",20.664,,
"ITD2","Provincia Autonoma Trento","POP_15","population 15 years and over (thousands)","1","males","Y_GE15","15 years and over","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",19.675,,
